sim_time_s,mission_state,assurance_state,action,link,navigation_confidence,energy_margin_wh,decision_code,package_custody,receipt_status,delivery_outcome,timeliness
14.0,OUTBOUND,NOMINAL,NONE,True,0.9,27.9,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
14.5,OUTBOUND,NOMINAL,NONE,True,0.9,27.825,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
15.0,OUTBOUND,NOMINAL,NONE,True,0.9,27.75,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
15.5,OUTBOUND,NOMINAL,NONE,True,0.9,27.675,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
16.0,OUTBOUND,NOMINAL,NONE,True,0.9,27.6,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
16.5,OUTBOUND,NOMINAL,NONE,True,0.9,27.525,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
17.0,OUTBOUND,NOMINAL,NONE,True,0.9,27.45,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
17.5,OUTBOUND,NOMINAL,NONE,True,0.9,27.375,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
18.0,OUTBOUND,NOMINAL,NONE,True,0.9,27.3,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
18.5,OUTBOUND,NOMINAL,NONE,True,0.9,27.225,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
19.0,OUTBOUND,NOMINAL,NONE,True,0.9,27.15,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
19.5,OUTBOUND,NOMINAL,NONE,True,0.9,27.075,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
20.0,OUTBOUND,NOMINAL,NONE,True,0.9,27.0,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
20.5,OUTBOUND,NOMINAL,NONE,True,0.9,26.925,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
21.0,OUTBOUND,NOMINAL,NONE,True,0.9,26.85,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
21.5,OUTBOUND,NOMINAL,NONE,True,0.9,26.775,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
22.0,OUTBOUND,UNKNOWN,CONTROLLED_LAND,True,0.9,26.7,CRITICAL_INPUT_UNKNOWN,AIRCRAFT,PENDING,PENDING,PENDING
22.5,LANDING,UNKNOWN,CONTROLLED_LAND,True,0.9,26.625,CRITICAL_INPUT_UNKNOWN,AIRCRAFT,PENDING,PENDING,PENDING
23.0,LANDING,UNKNOWN,CONTROLLED_LAND,True,0.9,26.55,CRITICAL_INPUT_UNKNOWN,AIRCRAFT,PENDING,PENDING,PENDING
23.5,LANDING,UNKNOWN,CONTROLLED_LAND,True,0.9,26.475,CRITICAL_INPUT_UNKNOWN,AIRCRAFT,PENDING,PENDING,PENDING
24.0,LANDING,UNKNOWN,CONTROLLED_LAND,True,0.9,26.4,CRITICAL_INPUT_UNKNOWN,AIRCRAFT,PENDING,PENDING,PENDING
24.5,LANDING,UNKNOWN,CONTROLLED_LAND,True,0.9,26.325,CRITICAL_INPUT_UNKNOWN,AIRCRAFT,PENDING,PENDING,PENDING
25.0,SAFE_STOP,UNKNOWN,CONTROLLED_LAND,True,0.9,26.25,CRITICAL_INPUT_UNKNOWN,RETURNED,PENDING,NOT_COMPLETED,UNKNOWN
