requirement_id,scenario_id,status,run_id
M-01,T-01,pass,CAMPAIGN-20260920-C-T01
M-02,T-01,pass,CAMPAIGN-20260920-C-T01
M-03,T-01,pass,CAMPAIGN-20260920-C-T01
