requirement_id,scenario_id,status,run_id
M-04,T-14,pass,CAMPAIGN-20260921-MEDICAL-V11-T14
M-05,T-14,pass,CAMPAIGN-20260921-MEDICAL-V11-T14
M-06,T-14,pass,CAMPAIGN-20260921-MEDICAL-V11-T14
EV-05,T-14,pass,CAMPAIGN-20260921-MEDICAL-V11-T14
