requirement_id,scenario_id,status,run_id
M-01,T-01,pass,CAMPAIGN-20260922-PRESENTATION-V11-T01
M-02,T-01,pass,CAMPAIGN-20260922-PRESENTATION-V11-T01
M-03,T-01,pass,CAMPAIGN-20260922-PRESENTATION-V11-T01
M-04,T-01,pass,CAMPAIGN-20260922-PRESENTATION-V11-T01
M-05,T-01,pass,CAMPAIGN-20260922-PRESENTATION-V11-T01
M-06,T-01,pass,CAMPAIGN-20260922-PRESENTATION-V11-T01
