requirement_id,scenario_id,status,run_id
A-02,T-05,pass,CAMPAIGN-20260920-C-T05
A-03,T-05,pass,CAMPAIGN-20260920-C-T05
A-08,T-05,pass,CAMPAIGN-20260920-C-T05
