requirement_id,scenario_id,status,run_id
HM-04,T-03,pass,CAMPAIGN-20260920-C-T03
A-06,T-03,pass,CAMPAIGN-20260920-C-T03
A-08,T-03,pass,CAMPAIGN-20260920-C-T03
