requirement_id,scenario_id,status,run_id
HM-04,T-08,pass,CAMPAIGN-20260922-PRESENTATION-V11-T08
A-05,T-08,pass,CAMPAIGN-20260922-PRESENTATION-V11-T08
A-07,T-08,pass,CAMPAIGN-20260922-PRESENTATION-V11-T08
