name,passed,expected,observed
terminal_state,True,SAFE_STOP,SAFE_STOP
aircraft_outcome,True,SAFE_STOP,SAFE_STOP
delivery_outcome,True,NOT_COMPLETED,NOT_COMPLETED
timeliness,True,UNKNOWN,UNKNOWN
required_state:WATCH,True,observed,observed
required_state:TERMINATE,True,observed,observed
prohibited_action:RETURN,True,absent,absent
required_code:LINK_LOSS_DWELL,True,observed,observed
required_code:NAVIGATION_INVALID,True,observed,observed
transition_deadline,True,<= 23.0,20.076
