requirement_id,scenario_id,status,run_id
A-02,T-05,pass,CAMPAIGN-20260921-MEDICAL-V11-T05
A-03,T-05,pass,CAMPAIGN-20260921-MEDICAL-V11-T05
A-08,T-05,pass,CAMPAIGN-20260921-MEDICAL-V11-T05
M-06,T-05,pass,CAMPAIGN-20260921-MEDICAL-V11-T05
