sim_time_s,mission_state,assurance_state,action,link,navigation_confidence,energy_margin_wh,decision_code,package_custody,receipt_status,delivery_outcome,timeliness
118.729,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
119.23,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
119.73,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
120.231,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
120.732,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
121.232,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
121.733,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
122.235,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
122.736,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
123.238,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
123.742,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
124.244,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
124.745,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
125.247,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
125.747,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
126.25,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
126.752,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
127.252,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
127.753,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
128.258,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
128.761,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
129.262,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
129.763,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
130.263,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
130.763,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
131.263,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
131.764,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
132.265,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
132.766,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
133.267,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
133.769,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
134.27,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
134.77,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
135.271,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
135.772,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
136.273,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
136.774,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
137.275,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
137.776,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
138.277,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
138.785,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
139.286,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
139.787,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
140.288,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
140.789,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
141.289,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
141.79,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
142.29,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
142.793,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
143.294,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
143.795,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
144.296,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
144.798,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
145.299,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
145.8,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
146.301,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
146.802,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
147.303,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
147.803,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
148.305,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
148.806,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
149.307,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
149.808,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
150.309,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
150.81,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
151.311,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
151.812,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
152.313,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
152.814,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
153.315,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
153.815,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
154.316,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
154.817,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
155.318,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
155.818,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
156.32,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
156.82,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
157.321,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
157.821,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
158.322,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
158.823,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
159.324,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
159.826,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
160.327,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
160.828,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
161.329,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
161.829,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
162.331,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
162.831,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
163.333,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
163.832,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
164.333,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
164.834,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
165.335,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
165.836,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
166.337,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
166.838,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
167.339,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
167.84,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
168.34,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
168.841,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
169.343,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
169.846,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
170.348,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
170.849,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
171.349,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
171.85,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
172.351,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
172.851,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
173.353,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
173.853,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
174.356,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
174.857,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
175.358,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
175.859,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
176.36,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
176.861,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
177.362,RECOVERED,NOMINAL,NONE,True,0.9,60.0,NOMINAL,RECEIVING_STATION,ACCEPTED,ACCEPTED,ON_TIME
