requirement_id,scenario_id,status,run_id
M-01,T-01,pass,LFL-T01-PX4-20260922T120613Z-A800
M-02,T-01,pass,LFL-T01-PX4-20260922T120613Z-A800
M-03,T-01,pass,LFL-T01-PX4-20260922T120613Z-A800
M-04,T-01,pass,LFL-T01-PX4-20260922T120613Z-A800
M-05,T-01,pass,LFL-T01-PX4-20260922T120613Z-A800
M-06,T-01,pass,LFL-T01-PX4-20260922T120613Z-A800
