name,passed,expected,observed
terminal_state,True,RECOVERED,RECOVERED
required_state:NOMINAL,True,observed,observed
prohibited_action:CONTROLLED_LAND,True,absent,absent
prohibited_action:ABORT_RUN,True,absent,absent
required_code:NOMINAL,True,observed,observed
