sim_time_s,mission_state,assurance_state,action,link,navigation_confidence,energy_margin_wh,decision_code
65.0,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
65.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
66.0,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
66.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
67.0,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
67.501,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
68.0,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
68.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
69.0,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
69.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
70.0,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
70.501,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
70.999,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
71.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
72.001,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
72.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
73.0,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
73.501,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
74.0,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
74.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
74.999,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
75.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
76.002,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
76.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
77.0,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
77.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
78.001,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
78.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
79.001,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
79.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
80.0,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
80.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
81.0,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
81.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
82.0,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
82.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
83.0,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
83.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
84.0,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
84.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
85.0,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
85.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
86.001,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
86.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
87.0,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
87.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
88.001,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
88.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
89.0,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
89.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
90.0,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
90.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
91.0,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
91.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
92.001,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
92.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
93.002,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
93.5,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
94.0,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
94.501,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
95.002,RETURNING,NOMINAL,NONE,True,0.9,60.0,NOMINAL
95.502,RECOVERED,NOMINAL,NONE,True,0.9,60.0,NOMINAL
