requirement_id,scenario_id,status,run_id
HM-02,T-11,pass,CAMPAIGN-20260921-MEDICAL-V11-T11
HM-03,T-11,pass,CAMPAIGN-20260921-MEDICAL-V11-T11
OD-04,T-11,pass,CAMPAIGN-20260921-MEDICAL-V11-T11
